Date,Value
2021-07-01,369.131
2021-07-02,368.114
2021-07-03,367.990
2021-07-04,368.182
2021-07-05,368.778
2021-07-06,369.605
2021-07-07,369.835
2021-07-08,373.069
2021-07-09,376.680
2021-07-10,380.688
2021-07-11,385.237
2021-07-12,386.975
2021-07-13,389.094
2021-07-14,390.942
2021-07-15,392.405
2021-07-16,393.829
2021-07-17,394.505
2021-07-18,392.744
2021-07-19,390.521
2021-07-20,387.778
2021-07-21,384.546
2021-07-22,383.374
2021-07-23,380.489
2021-07-24,377.583
2021-07-25,374.724
2021-07-26,371.624
2021-07-27,370.358
2021-07-28,370.424
2021-07-29,370.908
2021-07-30,371.905
2021-07-31,373.225
2021-08-01,373.625
2021-08-02,377.697
2021-08-03,382.209
2021-08-04,387.178
2021-08-05,392.798
2021-08-06,394.956
2021-08-07,396.776
2021-08-08,398.860
2021-08-09,400.439
2021-08-10,401.935
2021-08-11,403.385
2021-08-12,404.031
2021-08-13,401.953
2021-08-14,399.364
2021-08-15,396.197
2021-08-16,392.486
2021-08-17,391.134
2021-08-18,388.663
2021-08-19,386.290
2021-08-20,384.109
2021-08-21,381.810
2021-08-22,380.831
2021-08-23,381.088
2021-08-24,381.693
2021-08-25,382.713
2021-08-26,384.018
2021-08-27,384.437
2021-08-28,386.449
2021-08-29,388.602
2021-08-30,390.877
2021-08-31,393.417
2021-09-01,394.412
2021-09-02,396.473
2021-09-03,398.504
2021-09-04,400.462
2021-09-05,402.557
2021-09-06,403.426
2021-09-07,403.611
2021-09-08,403.542
2021-09-09,403.165
2021-09-10,402.609
2021-09-11,402.466
2021-09-12,402.442
2021-09-13,402.468
2021-09-14,402.578
2021-09-15,402.723
2021-09-16,402.763
2021-09-17,404.296
2021-09-18,406.032
2021-09-19,407.994
2021-09-20,410.232
2021-09-21,411.080
2021-09-22,411.931
2021-09-23,412.623
2021-09-24,413.094
2021-09-25,413.511
2021-09-26,413.737
2021-09-27,411.428
2021-09-28,408.722
2021-09-29,405.570
2021-09-30,401.935
2021-10-01,400.579
2021-10-02,399.413
2021-10-03,398.532
2021-10-04,398.043
2021-10-05,397.679
2021-10-06,397.431
2021-10-07,397.865
2021-10-08,398.431
2021-10-09,399.129
2021-10-10,399.963
2021-10-11,400.263
2021-10-12,400.525
2021-10-13,398.313
2021-10-14,395.666
2021-10-15,392.598
2021-10-16,389.055
2021-10-17,387.732
2021-10-18,385.317
2021-10-19,382.994
2021-10-20,380.847
2021-10-21,378.581
2021-10-22,377.618
2021-10-23,377.757
2021-10-24,378.223
2021-10-25,379.079
2021-10-26,380.195
2021-10-27,380.543
2021-10-28,381.458
2021-10-29,382.381
2021-10-30,383.276
2021-11-01,384.250
2021-11-02,384.649
2021-11-03,385.815
2021-11-04,387.020
2021-11-05,388.258
2021-11-06,389.616
2021-11-07,390.159
2021-11-08,392.487
2021-11-09,394.970
2021-11-10,397.613
2021-11-11,400.557
2021-11-12,401.710
2021-11-13,402.932
2021-11-14,403.951
2021-11-15,404.695
2021-11-16,405.381
2021-11-17,405.731
2021-11-18,404.560
2021-11-19,403.115
2021-11-20,401.366
2021-11-21,399.317
2021-11-22,398.568
2021-11-23,398.760
2021-11-24,399.230
2021-11-25,400.060
2021-11-26,401.116
2021-11-27,401.452
2021-11-28,403.131
2021-11-29,404.930
2021-11-30,406.835
2021-12-01,408.965
2021-12-02,409.798
2021-12-03,409.652
2021-12-04,409.212
2021-12-05,408.405
2021-12-06,407.363
2021-12-07,407.036
2021-12-08,404.782
2021-12-09,402.320
2021-12-10,399.656
2021-12-11,396.658
2021-12-12,395.497
2021-12-13,393.680
2021-12-14,391.984
2021-12-15,390.474
2021-12-16,388.915
2021-12-17,388.234
2021-12-18,387.698
2021-12-19,387.431
2021-12-20,387.348
2021-12-21,387.352
2021-12-22,387.432
2021-12-23,387.432
2021-12-24,387.055
2021-12-25,386.624
2021-12-26,386.120
2021-12-27,385.543
2021-12-28,385.328
2021-12-29,384.689
2021-12-30,384.031
2021-12-31,383.361
2022-01-01,382.627
2022-01-02,382.332
2022-01-03,381.766
2022-01-04,381.214
2022-01-05,380.688
2022-01-06,380.129
2022-01-07,379.895
2022-01-08,379.577
2022-01-09,379.289
2022-01-10,379.039
2022-01-11,378.787
2022-01-12,378.675
2022-01-13,378.716
2022-01-14,378.800
2022-01-15,378.931
2022-01-16,379.098
2022-01-17,379.152
2022-01-18,377.453
2022-01-19,375.492
2022-01-20,373.228
2022-01-21,370.632
2022-01-22,369.658
2022-01-23,367.787
2022-01-24,365.973
2022-01-25,364.271
2022-01-26,362.465
2022-01-27,361.705
2022-01-28,362.002
2022-01-29,362.585
2022-01-30,363.509
2022-01-31,364.674
2022-02-01,365.056
2022-02-02,366.899
2022-02-03,368.874
2022-02-04,370.964
2022-02-05,373.298
2022-02-06,374.212
2022-02-07,378.927
2022-02-08,384.017
2022-02-09,389.501
2022-02-10,395.638
2022-02-11,398.025
2022-02-12,398.971
2022-02-13,399.269
2022-02-14,398.733
2022-02-15,397.779
2022-02-16,397.609
2022-02-17,393.502
2022-02-18,388.886
2022-02-19,383.746
2022-02-20,377.896
2022-02-21,375.666
2022-02-22,373.778
2022-02-23,372.095
2022-02-24,371.007
2022-02-25,370.082
2022-02-26,369.295
2022-02-27,368.895
2022-02-28,372.920
2022-03-01,377.652
2022-03-02,383.173
2022-03-03,389.539
2022-03-04,391.913
2022-03-05,395.455
2022-03-06,398.715
2022-03-07,401.530
2022-03-08,404.409
2022-03-09,405.688
2022-03-10,404.027
2022-03-11,401.727
2022-03-12,398.688
2022-03-13,395.031
2022-03-14,393.746
2022-03-15,390.792
2022-03-16,387.849
2022-03-17,385.009
2022-03-18,381.947
2022-03-19,380.683
2022-03-20,378.558
2022-03-21,376.535
2022-03-22,374.661
2022-03-23,372.699
2022-03-24,371.862
2022-03-25,370.740
2022-03-26,369.727
2022-03-27,368.849
2022-03-27,367.965
2022-03-28,367.568
2022-03-29,369.620
2022-03-30,372.091
2022-03-31,375.040
2022-04-01,378.468
2022-04-02,379.732
2022-04-03,383.194
2022-04-04,386.728
2022-04-05,390.277
2022-04-06,394.153
2022-04-07,395.719
2022-04-08,396.680
2022-04-09,397.270
2022-04-10,397.392
2022-04-11,397.306
2022-04-12,397.396
2022-04-13,395.794
2022-04-14,393.946
2022-04-15,391.846
2022-04-16,389.434
2022-04-17,388.525
2022-04-18,387.686
2022-04-19,387.027
2022-04-20,386.618
2022-04-21,386.281
2022-04-22,386.080
2022-04-23,385.945
2022-04-24,387.379
2022-04-25,389.066
2022-04-26,391.023
2022-04-27,393.279
2022-04-28,394.122
2022-04-29,395.841
2022-04-30,397.525
2022-05-01,399.129
2022-05-02,400.841
2022-05-03,401.555
2022-05-04,402.390
2022-05-05,403.115
2022-05-06,403.699
2022-05-07,404.264
2022-05-08,404.532
2022-05-09,403.957
2022-05-10,403.216
2022-05-11,402.289
2022-05-12,401.191
2022-05-13,400.796
2022-05-14,400.515
2022-05-15,400.326
2022-05-16,400.268
2022-05-17,400.257
2022-05-18,400.220
2022-05-19,401.371
2022-05-20,402.695
2022-05-21,404.210
2022-05-22,405.946
2022-05-23,406.599
2022-05-24,407.870
2022-05-25,409.106
2022-05-26,410.270
2022-05-27,411.507
2022-05-28,412.026
2022-05-29,411.212
2022-05-30,410.116
2022-05-31,408.686
2022-06-01,406.978
2022-06-02,406.373
2022-06-03,405.960
2022-06-04,405.692
2022-06-05,405.631
2022-06-06,405.646
2022-06-07,405.601
2022-06-08,407.022
2022-06-09,408.654
2022-06-10,410.517
2022-06-11,412.652
2022-06-12,413.456
2022-06-13,413.624
2022-06-14,413.550
2022-06-15,413.160
2022-06-16,412.599
2022-06-17,412.453
2022-06-18,410.676
2022-06-19,408.701
2022-06-20,406.525
2022-06-21,404.058
2022-06-22,403.112
2022-06-23,402.368
2022-06-24,401.827
2022-06-25,401.562
2022-06-26,401.394
2022-06-27,401.255
2022-06-28,401.173
2022-06-29,401.388
2022-06-30,401.658
2022-07-01,401.986
2022-07-02,402.372
2022-07-03,402.513
2022-07-04,401.622
2022-07-05,400.557
2022-07-06,399.284
2022-07-07,397.810
2022-07-08,397.265
2022-07-09,398.215
2022-07-10,399.482
2022-07-11,401.140
2022-07-12,403.113
2022-07-13,403.813
2022-07-14,407.265
2022-07-15,410.973
2022-07-16,414.929
2022-07-17,419.350
2022-07-18,421.077
2022-07-19,424.075
2022-07-20,426.937
2022-07-21,429.576
2022-07-22,432.345
2022-07-23,433.526
2022-07-24,432.524
2022-07-25,431.001
2022-07-26,428.866
2022-07-27,426.256
2022-07-28,425.360
2022-07-29,422.222
2022-07-30,418.940
2022-07-31,415.563
2022-08-01,411.831
2022-08-02,410.346
2022-08-03,409.766
2022-08-04,409.586
2022-08-05,409.913
2022-08-06,410.499
2022-08-07,410.604
2022-08-08,410.944
2022-08-09,411.286
2022-08-10,411.592
2022-08-11,411.928
2022-08-12,412.068
2022-08-13,410.778
2022-08-14,409.260
2022-08-15,407.476
2022-08-16,405.418
2022-08-17,404.653
2022-08-18,403.487
2022-08-19,402.409
2022-08-20,401.471
2022-08-21,400.509
2022-08-22,400.084
2022-08-23,400.949
2022-08-24,402.071
2022-08-25,403.492
2022-08-26,405.176
2022-08-27,405.779
2022-08-28,406.892
2022-08-29,407.961
2022-08-30,408.942
2022-08-31,409.977
2022-09-01,410.418
2022-09-02,410.769
2022-09-03,409.316
2022-09-04,407.507
2022-09-05,405.377
2022-09-06,402.893
2022-09-07,401.975
2022-09-08,400.139
2022-09-09,398.345
2022-09-10,396.649
2022-09-11,394.842
2022-09-12,394.085
2022-09-13,394.516
2022-09-14,395.251
2022-09-15,396.349
2022-09-16,397.712
2022-09-17,398.168
2022-09-18,398.458
2022-09-19,398.631
2022-09-20,398.635
2022-09-21,398.574
2022-09-22,398.591
2022-09-23,400.109
2022-09-24,401.844
2022-09-25,403.836
2022-09-26,406.109
2022-09-27,406.966
2022-09-28,410.095
2022-09-29,413.387
2022-09-30,416.824
2022-10-01,420.629
2022-10-02,422.134
2022-10-03,423.319
2022-10-04,424.182
2022-10-05,424.625
2022-10-06,424.916
2022-10-07,425.144
2022-10-08,423.921
2022-10-09,422.460
2022-10-10,420.748
2022-10-11,418.759
2022-10-12,418.022
2022-10-13,417.323
2022-10-14,416.769
2022-10-15,416.420
2022-10-16,416.127
2022-10-17,415.956
2022-10-18,417.718
2022-10-19,419.783
2022-10-20,422.184
2022-10-21,424.953
2022-10-22,425.986
2022-10-23,428.104
2022-10-24,430.181
2022-10-25,432.158
2022-10-26,434.271
2022-10-27,435.152
2022-10-28,434.113
2022-10-29,432.643
2022-10-31,430.661
2022-11-01,428.270
2022-11-02,427.435
2022-11-03,425.071
2022-11-04,422.653
2022-11-05,420.231
2022-11-06,417.582
2022-11-07,416.512
2022-11-08,415.634
2022-11-09,416.014
2022-11-10,416.827
2022-11-11,417.909
2022-11-12,419.271
2022-11-13,419.736
2022-11-14,421.642
2022-11-15,423.665
2022-11-16,425.783
2022-11-17,428.137
2022-11-18,429.065
2022-11-19,427.738
2022-11-20,425.919
2022-11-21,423.504
2022-11-22,420.611
2022-11-23,419.592
2022-11-24,417.003
2022-11-25,414.388
2022-11-26,411.813
2022-11-27,409.016
2022-11-28,407.875
2022-11-29,408.786
2022-11-30,410.194
2022-12-01,412.202
2022-12-02,414.661
2022-12-03,415.500
2022-12-04,418.202
2022-12-05,421.003
2022-12-06,423.853
2022-12-07,426.990
2022-12-08,428.245
2022-12-09,429.669
2022-12-10,430.888
2022-12-11,431.834
2022-12-12,432.735
2022-12-13,433.173
2022-12-14,431.750
2022-12-15,429.989
2022-12-16,427.847
2022-12-17,425.337
2022-12-18,424.421
2022-12-19,421.138
2022-12-20,417.693
2022-12-21,414.114
2022-12-22,410.154
2022-12-23,408.585
2022-12-24,407.525
2022-12-25,406.824
2022-12-26,406.590
2022-12-27,406.545
2022-12-28,406.405
2022-12-29,409.369
2022-12-30,412.790
2022-12-31,416.706
2023-01-01,421.201
2023-01-02,422.891
2023-01-03,424.788
2023-01-04,426.396
2023-01-05,427.592
2023-01-06,428.717
2023-01-07,429.278
2023-01-08,426.839
2023-01-09,423.881
2023-01-10,420.339
2023-01-11,416.211
2023-01-12,414.692
2023-01-13,413.380
2023-01-14,409.664
2023-01-15,406.008
2023-01-16,402.046
2023-01-17,397.705
2023-01-18,395.997
2023-01-19,393.400
2023-01-20,390.999
2023-01-21,388.875
2023-01-22,386.691
2023-01-23,385.733
2023-01-24,385.434
2023-01-25,385.396
2023-01-26,385.664
2023-01-27,386.108
2023-01-28,386.204
2023-01-29,386.903
2023-01-30,387.663
2023-01-31,388.468
2023-02-01,389.375
2023-02-02,389.728
2023-02-03,391.413
2023-02-04,393.224
2023-02-05,395.164
2023-02-06,397.331
2023-02-07,398.176
2023-02-08,400.150
2023-02-09,402.129
2023-02-10,404.081
2023-02-11,406.190
2023-02-12,407.053
2023-02-13,408.210
2023-02-14,409.254
2023-02-15,410.145
2023-02-16,411.040
2023-02-17,411.445
2023-02-18,411.952
2023-02-19,412.405
2023-02-20,412.794
2023-02-21,413.181
2023-02-22,413.356
2023-02-23,413.039
2023-02-24,412.620
2023-02-25,412.087
2023-02-26,411.452
2023-02-27,411.225
2023-02-28,411.544
2023-03-01,411.985
2023-03-02,412.579
2023-03-03,413.291
2023-03-04,413.541
2023-03-05,415.642
2023-03-06,417.959
2023-03-07,420.504
2023-03-08,423.378
2023-03-09,424.483
2023-03-10,425.480
2023-03-11,426.256
2023-03-12,426.732
2023-03-13,427.118
2023-03-14,427.352
2023-03-15,425.241
2023-03-16,422.760
2023-03-17,419.869
2023-03-18,416.533
2023-03-19,415.289
2023-03-20,414.221
2023-03-21,411.341
2023-03-22,408.526
2023-03-23,405.487
2023-03-24,402.165
2023-03-25,400.855
2023-03-26,398.592
2023-03-26,396.441
2023-03-27,394.457
2023-03-28,392.377
2023-03-29,391.489
2023-03-30,391.807
2023-03-31,392.454
2023-04-01,393.490
2023-04-02,394.801
2023-04-03,395.229
2023-04-04,397.422
2023-04-05,399.780
2023-04-06,402.289
2023-04-07,405.094
2023-04-08,406.190
2023-04-09,406.638
2023-04-10,406.791
2023-04-11,406.566
2023-04-12,406.151
2023-04-13,406.082
2023-04-14,404.533
2023-04-15,402.796
2023-04-16,400.870
2023-04-17,398.678
2023-04-18,397.842
2023-04-19,396.551
2023-04-20,395.350
2023-04-21,394.292
2023-04-22,393.202
2023-04-23,392.723
2023-04-24,392.218
2023-04-25,391.793
2023-04-26,391.462
2023-04-27,391.152
2023-04-28,391.000
2023-04-29,389.461
2023-04-30,387.750
2023-05-01,385.838
2023-05-02,383.675
2023-05-03,382.849
2023-05-04,382.408
2023-05-05,382.177
2023-05-06,382.222
2023-05-07,382.392
2023-05-08,382.389
2023-05-09,383.586
2023-05-10,384.947
2023-05-11,386.478
2023-05-12,388.229
2023-05-13,388.892
2023-05-14,389.650
2023-05-15,390.298
2023-05-16,390.788
2023-05-17,391.253
2023-05-18,391.482
2023-05-19,392.039
2023-05-20,392.607
2023-05-21,393.189
2023-05-22,393.822
2023-05-23,394.077
2023-05-24,394.287
2023-05-25,393.990
2023-05-26,393.560
2023-05-27,393.033
2023-05-28,392.400
2023-05-29,392.173
2023-05-30,391.716
2023-05-31,391.269
2023-06-01,390.848
2023-06-02,390.399
2023-06-03,390.211
2023-06-04,390.190
2023-06-05,390.225
2023-06-06,390.330
2023-06-07,390.476
2023-06-08,390.517
2023-06-09,389.717
2023-06-10,388.787
2023-06-11,387.703
2023-06-12,386.459
2023-06-13,385.994
2023-06-14,383.456
2023-06-15,380.711
2023-06-16,377.752
2023-06-17,374.437
2023-06-18,373.148
2023-06-19,372.586
2023-06-20,372.366
2023-06-21,372.589
2023-06-22,373.027
2023-06-23,373.090
2023-06-24,376.887
2023-06-25,381.194
2023-06-26,386.054
2023-06-27,391.600
2023-06-28,393.701
2023-06-29,396.006
2023-06-30,397.946
2023-07-01,399.371
2023-07-02,400.700
2023-07-03,401.370
2023-07-04,398.425
2023-07-05,394.856
2023-07-06,390.587
2023-07-07,385.613
2023-07-08,383.782
2023-07-09,381.164
2023-07-10,378.781
2023-07-11,376.768
2023-07-12,374.729
2023-07-13,373.810
2023-07-14,375.627
2023-07-15,377.991
2023-07-16,380.984
2023-07-17,384.536
2023-07-18,385.808
2023-07-19,389.023
2023-07-20,392.268
2023-07-21,395.470
2023-07-22,398.948
2023-07-23,400.366
2023-07-24,400.934
2023-07-25,401.125
2023-07-26,400.847
2023-07-27,400.326
2023-07-28,400.240
2023-07-29,400.113
2023-07-30,398.824
2023-07-31,397.425
2023-08-01,395.839
2023-08-02,394.044
2023-08-03,393.361
2023-08-04,393.752
2023-08-05,394.426
2023-08-06,395.453
2023-08-07,396.723
2023-08-08,397.148
2023-08-09,397.213
2023-08-10,397.140
2023-08-11,396.876
2023-08-12,396.513
2023-08-13,396.413
2023-08-14,394.430
2023-08-15,392.202
2023-08-16,389.707
2023-08-17,386.870
2023-08-18,385.790
2023-08-19,382.930
2023-08-20,380.018
2023-08-21,377.095
2023-08-22,373.909
2023-08-23,372.621
2023-08-24,371.240
2023-08-25,370.079
2023-08-26,369.208
2023-08-27,368.397
2023-08-28,367.991
2023-08-29,371.477
2023-08-30,375.585
2023-08-31,380.396
2023-09-01,385.953
2023-09-02,388.021
2023-09-03,393.464
2023-09-04,398.998
2023-09-05,404.529
2023-09-06,410.554
2023-09-07,412.995
2023-09-08,414.671
2023-09-09,415.796
2023-09-10,416.221
2023-09-11,416.358
2023-09-12,416.599
2023-09-13,413.668
2023-09-14,410.258
2023-09-15,406.341
2023-09-16,401.831
2023-09-17,400.140
2023-09-18,397.722
2023-09-19,395.519
2023-09-20,393.645
2023-09-21,391.746
2023-09-22,390.892
2023-09-23,390.296
2023-09-24,389.882
2023-09-25,389.681
2023-09-26,389.572
2023-09-27,389.469
2023-09-28,387.272
2023-09-29,384.790
2023-09-30,381.968
2023-10-01,378.758
2023-10-02,377.542
2023-10-03,376.507
2023-10-04,376.115
2023-10-05,376.126
2023-10-06,376.313
2023-10-07,376.674
2023-10-08,376.754
2023-10-09,379.889
2023-10-10,383.445
2023-10-11,387.458
2023-10-12,392.032
2023-10-13,393.767
2023-10-14,397.055
2023-10-15,400.241
2023-10-16,403.228
2023-10-17,406.394
2023-10-18,407.728
2023-10-19,409.056
2023-10-20,410.148
2023-10-21,410.944
2023-10-22,411.662
2023-10-23,412.035
2023-10-24,411.073
2023-10-25,409.860
2023-10-26,408.372
2023-10-27,406.617
2023-10-28,405.981
2023-10-30,403.807
2023-10-31,401.535
2023-11-01,399.189
2023-11-02,396.599
2023-11-03,395.569
2023-11-04,393.162
2023-11-05,390.746
2023-11-06,388.355
2023-11-07,385.769
2023-11-08,384.713
2023-11-09,383.592
2023-11-10,382.652
2023-11-11,381.948
2023-11-12,381.294
2023-11-13,380.965
2023-11-14,384.418
2023-11-15,388.464
2023-11-16,393.181
2023-11-17,398.620
2023-11-18,400.648
2023-11-19,405.434
2023-11-20,410.230
2023-11-21,414.934
2023-11-22,420.020
2023-11-23,422.104
2023-11-24,423.191
2023-11-25,423.762
2023-11-26,423.687
2023-11-27,423.304
2023-11-28,423.320
2023-11-29,422.873
2023-11-30,422.372
2023-12-01,421.854
2023-12-02,421.261
2023-12-03,421.030
2023-12-04,422.207
2023-12-05,423.627
2023-12-06,425.334
2023-12-07,427.317
2023-12-08,428.047
2023-12-09,428.679
2023-12-10,429.157
2023-12-11,429.419
2023-12-12,429.615
2023-12-13,429.749
2023-12-14,429.834
2023-12-15,427.250
2023-12-16,424.269
2023-12-17,420.843
2023-12-18,416.915
2023-12-19,415.439
2023-12-20,413.529
2023-12-21,411.837
2023-12-22,410.463
2023-12-23,409.105
2023-12-24,408.472
2023-12-25,405.206
2023-12-26,401.669
2023-12-27,397.820
2023-12-28,393.512
2023-12-29,391.842
2023-12-30,389.790
2023-12-31,387.995
2024-01-01,386.559
2024-01-02,385.156
2024-01-03,384.494
2024-01-04,387.825
2024-01-05,391.838
2024-01-06,396.624
2024-01-07,402.188
2024-01-08,404.240
2024-01-09,409.761
2024-01-10,415.387
2024-01-11,421.022
2024-01-12,427.169
2024-01-13,429.656
2024-01-14,432.666
2024-01-15,435.302
2024-01-16,437.435
2024-01-17,439.518
2024-01-18,440.497
2024-01-19,440.203
2024-01-20,439.562
2024-01-21,438.531
2024-01-22,437.214
2024-01-23,436.786
2024-01-24,432.632
2024-01-25,428.031
2024-01-26,422.961
2024-01-27,417.228
2024-01-28,415.028
2024-01-29,409.866
2024-01-30,404.690
2024-01-31,399.595
2024-02-01,394.086
2024-02-02,391.831
2024-02-03,388.763
2024-02-04,385.985
2024-02-05,383.596
2024-02-06,381.189
2024-02-07,380.107
2024-02-08,379.915
2024-02-09,380.037
2024-02-10,380.521
2024-02-11,381.228
2024-02-12,381.415
2024-02-13,381.612
2024-02-14,383.517
2024-02-15,385.594
2024-02-16,387.940
2024-02-17,390.594
2024-02-18,391.605
2024-02-19,393.370
2024-02-20,395.053
2024-02-21,396.597
2024-02-22,398.218
2024-02-23,398.910
2024-02-24,399.202
2024-02-25,399.315
2024-02-26,399.213
2024-02-27,398.997
2024-02-28,398.967
2024-02-29,399.501
2024-03-01,400.125
2024-03-02,400.869
2024-03-03,401.724
2024-03-04,402.042
2024-03-05,403.806
2024-03-06,405.716
2024-03-07,407.776
2024-03-08,410.086
2024-03-09,410.983
2024-03-10,411.670
2024-03-11,412.162
2024-03-12,412.394
2024-03-13,412.531
2024-03-14,412.653
2024-03-15,410.456
2024-03-16,407.911
2024-03-17,404.984
2024-03-18,401.620
2024-03-19,400.358
2024-03-20,399.084
2024-03-21,398.047
2024-03-22,397.342
2024-03-23,396.717
2024-03-24,396.379
2024-03-25,397.048
2024-03-26,397.913
2024-03-27,398.991
2024-03-28,400.271
2024-03-29,400.732
2024-03-30,400.422
2024-03-31,399.913
2024-03-31,399.149
2024-04-01,398.211
2024-04-02,397.895
2024-04-03,395.987
2024-04-04,393.915
2024-04-05,391.681
2024-04-06,389.174
2024-04-07,388.201
2024-04-08,386.477
2024-04-09,384.827
2024-04-10,383.298
2024-04-11,381.691
2024-04-12,381.007
2024-04-13,380.656
2024-04-14,380.473
2024-04-15,380.493
2024-04-16,380.614
2024-04-17,380.608
2024-04-18,380.628
2024-04-19,382.461
2024-04-20,384.539
2024-04-21,386.915
2024-04-22,389.627
2024-04-23,390.651
2024-04-24,393.792
2024-04-25,397.042
2024-04-26,400.369
2024-04-27,404.025
2024-04-28,405.487
2024-04-29,406.758
2024-04-30,407.736
2024-05-01,408.331
2024-05-02,408.802
2024-05-03,409.094
2024-05-04,407.538
2024-05-05,405.676
2024-05-06,403.480
2024-05-07,400.928
2024-05-08,399.984
2024-05-09,397.745
2024-05-10,395.501
2024-05-11,393.300
2024-05-12,390.920
2024-05-13,389.944
2024-05-14,388.049
2024-05-15,386.198
2024-05-16,384.422
2024-05-17,382.531
2024-05-18,381.743
2024-05-19,381.625
2024-05-20,381.744
2024-05-21,382.149
2024-05-22,382.726
2024-05-23,382.883
2024-05-24,383.888
2024-05-25,384.979
2024-05-26,386.143
2024-05-27,387.451
2024-05-28,387.960
2024-05-29,387.868
2024-05-30,387.596
2024-05-31,387.098
2024-06-01,386.457
2024-06-02,386.255
2024-06-03,385.869
2024-06-04,385.499
2024-06-05,385.168
2024-06-06,384.818
2024-06-07,384.668
2024-06-08,384.614
2024-06-09,384.600
2024-06-10,384.633
2024-06-11,384.693
2024-06-12,384.705
2024-06-13,384.784
2024-06-14,384.871
2024-06-15,384.961
2024-06-16,385.062
2024-06-17,385.102
2024-06-18,385.653
2024-06-19,386.271
2024-06-20,386.962
2024-06-21,387.746
2024-06-22,388.045
2024-06-23,388.298
2024-06-24,386.934
2024-06-25,385.263
2024-06-26,383.310
2024-06-27,381.043
2024-06-28,380.201
2024-06-29,380.839
2024-06-30,381.846
2024-07-01,383.322
2024-07-02,385.128
2024-07-03,385.741
2024-07-04,388.695
2024-07-05,391.860
2024-07-06,395.219
2024-07-07,398.970
2024-07-08,400.438
2024-07-09,400.886
2024-07-10,400.918
2024-07-11,400.419
2024-07-12,399.638
2024-07-13,399.460
2024-07-14,397.179
2024-07-15,394.642
2024-07-16,391.855
2024-07-17,388.695
2024-07-18,387.484
2024-07-19,385.035
2024-07-20,382.636
2024-07-21,380.344
2024-07-22,377.899
2024-07-23,376.880
2024-07-24,375.215
2024-07-25,373.640
2024-07-26,372.189
2024-07-27,370.677
2024-07-28,370.029
2024-07-29,368.929
2024-07-30,367.881
2024-07-31,366.898
2024-08-01,365.868
2024-08-02,365.430
2024-08-03,363.460
2024-08-04,361.349
2024-08-05,359.084
2024-08-06,356.558
2024-08-07,355.572
2024-08-08,354.876
2024-08-09,354.404
2024-08-10,354.226
2024-08-11,354.164
2024-08-12,354.062
2024-08-13,357.253
2024-08-14,360.925
2024-08-15,365.130
2024-08-16,369.951
2024-08-17,371.765
2024-08-18,376.877
2024-08-19,382.119
2024-08-20,387.421
2024-08-21,393.221
2024-08-22,395.556
2024-08-23,396.245
2024-08-24,396.274
2024-08-25,395.479
2024-08-26,394.237
2024-08-27,393.950
2024-08-28,393.618
2024-08-29,390.307
2024-08-30,386.701
2024-08-31,382.620
2024-09-01,378.003
2024-09-02,376.245
2024-09-03,375.723
2024-09-04,375.710
2024-09-05,376.355
2024-09-06,377.342
2024-09-07,377.573
2024-09-08,379.006
2024-09-09,380.551
2024-09-10,382.176
2024-09-11,383.999
2024-09-12,384.713
2024-09-13,384.854
2024-09-14,384.783
2024-09-15,384.441
2024-09-16,383.949
2024-09-17,383.819
2024-09-18,382.775
2024-09-19,381.629
2024-09-20,380.391
2024-09-21,378.994
2024-09-22,378.454
2024-09-23,378.454
2024-09-24,378.631
2024-09-25,379.033
2024-09-26,379.569
2024-09-27,379.728
2024-09-28,380.792
2024-09-29,381.950
2024-09-30,383.198
2024-10-01,384.600
2024-10-02,385.144
2024-10-03,385.536
2024-10-04,385.805
2024-10-05,385.913
2024-10-06,385.957
2024-10-07,386.018
2024-10-08,385.206
2024-10-09,384.262
2024-10-10,383.178
2024-10-11,381.930
2024-10-12,381.462
2024-10-13,382.682
2024-10-14,384.231
2024-10-15,386.179
2024-10-16,388.473
2024-10-17,389.300
2024-10-18,393.070
2024-10-19,397.100
2024-10-20,401.377
2024-10-21,406.148
2024-10-22,408.016
2024-10-23,410.288
2024-10-24,412.274
2024-10-25,413.862
2024-10-26,415.410
2024-10-28,416.141
2024-10-29,415.268
2024-10-30,414.044
2024-10-31,412.423
2024-11-01,410.467
2024-11-02,409.781
2024-11-03,409.172
2024-11-04,408.254
2024-11-05,407.484
2024-11-06,406.702
2024-11-07,405.896
2024-11-08,405.559
2024-11-09,403.859
2024-11-10,402.027
2024-11-11,400.049
2024-11-12,397.836
2024-11-13,396.976
2024-11-14,394.570
2024-11-15,392.102
2024-11-16,389.598
2024-11-17,386.860
2024-11-18,385.758
2024-11-19,384.334
2024-11-20,383.063
2024-11-21,382.003
2024-11-22,380.948
2024-11-23,380.464
2024-11-24,382.685
2024-11-25,385.374
2024-11-26,388.598
2024-11-27,392.351
2024-11-28,393.732
2024-11-29,397.194
2024-11-30,400.690
2024-12-01,404.149
2024-12-02,407.905
2024-12-03,409.435
2024-12-04,410.814
2024-12-05,411.896
2024-12-06,412.595
2024-12-07,413.177
2024-12-08,413.514
2024-12-09,412.514
2024-12-10,411.271
2024-12-11,409.768
2024-12-12,408.002
2024-12-13,407.357
2024-12-14,406.863
2024-12-15,406.513
2024-12-16,406.365
2024-12-17,406.288
2024-12-18,406.206
2024-12-19,407.652
2024-12-20,409.326
2024-12-21,411.251
2024-12-22,413.461
2024-12-23,414.291
2024-12-24,415.843
